Year,Month,Day,Mean_Temp_C,Humidity_Percent,Rainfall_mm
1947.0,1.0,1.0,19.2,85.0,0.0
1947.0,1.0,2.0,17.5,86.0,0.0
1947.0,1.0,3.0,17.1,84.0,0.0
1947.0,1.0,4.0,17.6,85.0,0.0
1947.0,1.0,5.0,19.2,85.0,0.0
1947.0,1.0,6.0,19.5,86.0,0.0
1947.0,1.0,9.0,16.7,80.0,0.0
1947.0,1.0,16.0,16.9,90.0,8.2
1947.0,1.0,17.0,16.8,91.0,15.9
1947.0,1.0,18.0,16.3,91.0,2.5
1947.0,1.0,22.0,15.8,95.0,12.5
1947.0,1.0,23.0,16.0,84.0,0.3
1947.0,1.0,24.0,14.1,85.0,1.2
1947.0,1.0,25.0,14.9,88.0,1.9
1947.0,1.0,26.0,12.4,85.0,13.7
1947.0,1.0,27.0,12.1,77.0,0.0
1947.0,1.0,28.0,14.5,80.0,0.0
1947.0,1.0,30.0,13.8,85.0,9.9
1947.0,1.0,31.0,14.4,83.0,0.0
1947.0,2.0,1.0,15.4,81.0,0.0
1947.0,2.0,2.0,15.9,79.0,0.0
1947.0,2.0,4.0,13.5,71.0,1.8
1947.0,2.0,5.0,12.6,75.0,0.0
1947.0,2.0,6.0,13.2,79.0,0.0
1947.0,2.0,7.0,13.9,85.0,1.0
1947.0,2.0,8.0,12.3,81.0,1.3
1947.0,2.0,10.0,15.3,88.0,0.0
1947.0,2.0,11.0,17.6,85.0,0.0
1947.0,2.0,13.0,14.8,95.0,7.6
1947.0,2.0,14.0,14.4,71.0,0.0
1947.0,2.0,16.0,12.7,89.0,1.3
1947.0,2.0,18.0,10.0,86.0,0.0
1947.0,2.0,19.0,9.6,84.0,0.0
1947.0,2.0,20.0,8.4,76.0,0.0
1947.0,2.0,23.0,12.9,55.0,0.0
1947.0,2.0,24.0,14.2,69.0,0.0
1947.0,2.0,25.0,17.7,77.0,0.0
1947.0,2.0,26.0,17.5,80.0,0.0
1947.0,2.0,27.0,16.9,74.0,0.0
1947.0,2.0,28.0,16.4,73.0,0.0
1947.0,3.0,1.0,17.2,86.0,0.0
1947.0,3.0,2.0,19.7,84.0,0.3
1947.0,3.0,3.0,14.7,86.0,4.7
1947.0,3.0,4.0,13.8,94.0,11.6
1947.0,3.0,5.0,16.1,98.0,13.5
1947.0,3.0,6.0,15.1,94.0,0.4
1947.0,3.0,7.0,12.9,85.0,4.8
1947.0,3.0,8.0,13.9,89.0,22.0
1947.0,3.0,10.0,12.5,62.0,0.0
1947.0,3.0,11.0,14.6,66.0,0.0
1947.0,3.0,12.0,17.1,75.0,0.0
1947.0,3.0,13.0,17.2,71.0,0.0
1947.0,3.0,14.0,18.2,75.0,0.0
1947.0,3.0,15.0,20.8,81.0,0.0
1947.0,3.0,17.0,15.4,79.0,0.0
1947.0,3.0,18.0,16.2,73.0,0.0
1947.0,3.0,22.0,15.2,75.0,0.4
1947.0,3.0,23.0,14.4,87.0,14.7
1947.0,3.0,25.0,18.9,75.0,0.0
1947.0,3.0,26.0,18.6,73.0,0.0
1947.0,3.0,27.0,20.2,82.0,0.0
1947.0,3.0,28.0,21.8,80.0,0.0
1947.0,3.0,29.0,19.9,71.0,0.0
1947.0,3.0,30.0,20.3,76.0,0.0
1947.0,4.0,1.0,20.1,90.0,4.5
1947.0,4.0,2.0,18.3,70.0,0.5
1947.0,4.0,3.0,18.8,81.0,0.0
1947.0,4.0,5.0,17.7,77.0,1.0
1947.0,4.0,6.0,17.5,89.0,6.9
1947.0,4.0,7.0,18.7,90.0,1.9
1947.0,4.0,8.0,18.6,96.0,3.0
1947.0,4.0,10.0,19.3,73.0,0.0
1947.0,4.0,11.0,20.3,58.0,0.0
1947.0,4.0,12.0,21.0,70.0,0.0
1947.0,4.0,13.0,21.4,66.0,0.0
1947.0,4.0,14.0,21.5,73.0,0.0
1947.0,4.0,15.0,21.3,75.0,0.0
1947.0,4.0,16.0,21.2,79.0,0.0
1947.0,4.0,17.0,21.5,79.0,0.0
1947.0,4.0,19.0,21.1,90.0,14.0
1947.0,4.0,22.0,19.8,95.0,2.2
1947.0,4.0,23.0,22.9,94.0,1.4
1947.0,4.0,24.0,20.5,95.0,0.3
1947.0,4.0,25.0,19.7,92.0,0.4
1947.0,4.0,26.0,19.1,92.0,0.1
1947.0,4.0,28.0,21.5,94.0,23.9
1947.0,4.0,29.0,19.7,85.0,0.3
1947.0,5.0,2.0,25.5,89.0,0.0
1947.0,5.0,5.0,23.9,93.0,0.3
1947.0,5.0,6.0,24.8,91.0,0.0
1947.0,5.0,7.0,26.7,88.0,0.7
1947.0,5.0,10.0,23.2,85.0,0.0
1947.0,5.0,13.0,23.2,86.0,3.1
1947.0,5.0,14.0,23.4,94.0,4.9
1947.0,5.0,15.0,24.1,96.0,6.7
1947.0,5.0,16.0,26.0,92.0,5.7
1947.0,5.0,17.0,24.6,95.0,22.6
1947.0,5.0,18.0,23.6,92.0,35.5
1947.0,5.0,20.0,25.6,87.0,3.4
1947.0,5.0,21.0,25.7,89.0,0.3
1947.0,5.0,22.0,24.1,94.0,20.2
1947.0,5.0,23.0,24.7,93.0,6.5
1947.0,5.0,24.0,27.4,85.0,0.0
1947.0,5.0,25.0,27.3,86.0,7.4
1947.0,5.0,26.0,25.0,95.0,45.3
1947.0,5.0,28.0,26.0,91.0,21.0
1947.0,5.0,29.0,25.6,85.0,0.0
1947.0,5.0,31.0,26.3,88.0,1.6
1947.0,6.0,1.0,28.3,82.0,0.1
1947.0,6.0,2.0,26.7,90.0,55.1
1947.0,6.0,3.0,25.4,93.0,7.6
1947.0,6.0,4.0,25.6,94.0,40.8
1947.0,6.0,5.0,26.8,90.0,10.1
1947.0,6.0,6.0,25.4,93.0,70.8
1947.0,6.0,7.0,24.7,96.0,159.4
1947.0,6.0,8.0,27.4,89.0,28.6
1947.0,6.0,9.0,28.0,87.0,5.5
1947.0,6.0,10.0,27.8,88.0,1.2
1947.0,6.0,12.0,28.5,87.0,4.9
1947.0,6.0,13.0,28.2,88.0,2.6
1947.0,6.0,14.0,28.6,87.0,2.0
1947.0,6.0,15.0,28.7,86.0,3.6
1947.0,6.0,16.0,29.1,86.0,1.7
1947.0,6.0,17.0,25.5,93.0,7.4
1947.0,6.0,18.0,24.0,93.0,0.1
1947.0,6.0,21.0,28.6,84.0,0.0
1947.0,6.0,22.0,28.7,86.0,3.4
1947.0,6.0,23.0,27.2,90.0,23.7
1947.0,6.0,24.0,26.9,91.0,6.8
1947.0,6.0,25.0,27.2,87.0,3.2
1947.0,6.0,26.0,28.2,87.0,1.3
1947.0,6.0,27.0,28.1,86.0,0.0
1947.0,6.0,28.0,27.6,88.0,13.0
1947.0,6.0,29.0,25.9,90.0,40.0
1947.0,6.0,30.0,24.6,93.0,56.6
1947.0,7.0,1.0,25.0,96.0,172.7
1947.0,7.0,2.0,26.0,92.0,4.5
1947.0,7.0,3.0,27.4,90.0,0.7
1947.0,7.0,4.0,27.8,85.0,0.0
1947.0,7.0,5.0,28.3,82.0,0.0
1947.0,7.0,6.0,28.5,82.0,0.0
1947.0,7.0,7.0,28.5,83.0,2.3
1947.0,7.0,8.0,26.9,90.0,28.5
1947.0,7.0,9.0,26.8,90.0,8.7
1947.0,7.0,10.0,27.7,89.0,1.9
1947.0,7.0,11.0,27.3,90.0,8.0
1947.0,7.0,13.0,28.0,87.0,4.9
1947.0,7.0,14.0,27.0,93.0,41.4
1947.0,7.0,15.0,28.1,91.0,5.9
1947.0,7.0,16.0,28.8,86.0,1.3
1947.0,7.0,17.0,28.7,86.0,0.0
1947.0,7.0,18.0,28.9,85.0,1.9
1947.0,7.0,19.0,27.1,90.0,29.9
1947.0,7.0,20.0,27.6,89.0,39.2
1947.0,7.0,21.0,27.2,91.0,28.9
1947.0,7.0,22.0,26.7,90.0,15.3
1947.0,7.0,23.0,26.4,91.0,28.5
1947.0,7.0,24.0,25.9,92.0,39.4
1947.0,7.0,25.0,25.2,94.0,71.5
1947.0,7.0,26.0,26.8,89.0,41.0
1947.0,7.0,27.0,28.6,85.0,0.0
1947.0,7.0,28.0,28.8,83.0,0.0
1947.0,7.0,30.0,29.1,84.0,2.6
1947.0,7.0,31.0,29.2,82.0,0.6
1947.0,8.0,1.0,29.1,83.0,8.5
1947.0,8.0,2.0,29.3,82.0,1.1
1947.0,8.0,3.0,27.2,90.0,21.6
1947.0,8.0,4.0,25.4,93.0,115.8
1947.0,8.0,5.0,25.6,94.0,33.6
1947.0,8.0,6.0,26.2,92.0,42.3
1947.0,8.0,7.0,26.9,89.0,69.4
1947.0,8.0,9.0,27.7,89.0,0.0
1947.0,8.0,10.0,27.8,87.0,0.3
1947.0,8.0,11.0,28.3,79.0,0.0
1947.0,8.0,12.0,27.3,84.0,11.0
1947.0,8.0,13.0,27.1,88.0,8.9
1947.0,8.0,15.0,27.8,81.0,0.0
1947.0,8.0,17.0,26.1,89.0,13.1
1947.0,8.0,18.0,25.9,93.0,70.0
1947.0,8.0,19.0,26.4,92.0,12.9
1947.0,8.0,21.0,27.6,87.0,0.0
1947.0,8.0,22.0,27.8,86.0,0.0
1947.0,8.0,23.0,27.2,89.0,10.2
1947.0,8.0,25.0,28.5,84.0,0.0
1947.0,8.0,26.0,28.7,85.0,0.0
1947.0,8.0,27.0,28.8,82.0,1.7
1947.0,8.0,28.0,28.9,82.0,10.2
1947.0,8.0,29.0,30.5,74.0,7.6
1947.0,8.0,30.0,27.7,88.0,7.3
1947.0,8.0,31.0,27.3,91.0,129.2
1947.0,9.0,1.0,26.9,92.0,21.9
1947.0,9.0,2.0,25.6,92.0,62.5
1947.0,9.0,3.0,25.6,94.0,20.5
1947.0,9.0,4.0,25.1,93.0,47.8
1947.0,9.0,5.0,25.5,91.0,31.4
1947.0,9.0,6.0,27.9,86.0,1.0
1947.0,9.0,7.0,27.6,84.0,0.0
1947.0,9.0,8.0,28.2,80.0,0.0
1947.0,9.0,9.0,28.5,79.0,19.7
1947.0,9.0,10.0,26.6,81.0,9.6
1947.0,9.0,11.0,26.6,92.0,18.3
1947.0,9.0,12.0,25.2,96.0,128.4
1947.0,9.0,13.0,26.0,93.0,26.7
1947.0,9.0,14.0,26.7,92.0,4.0
1947.0,9.0,15.0,27.9,89.0,2.2
1947.0,9.0,16.0,27.7,89.0,0.5
1947.0,9.0,17.0,27.0,88.0,22.0
1947.0,9.0,18.0,26.8,81.0,6.7
1947.0,9.0,19.0,26.6,76.0,0.0
1947.0,9.0,20.0,26.6,78.0,0.0
1947.0,9.0,22.0,27.1,81.0,0.0
1947.0,9.0,23.0,26.5,82.0,5.7
1947.0,9.0,24.0,27.2,80.0,7.4
1947.0,9.0,25.0,27.3,87.0,4.4
1947.0,9.0,26.0,27.4,85.0,0.0
1947.0,9.0,27.0,27.2,88.0,5.5
1947.0,9.0,28.0,28.0,87.0,3.3
1947.0,9.0,29.0,28.9,83.0,0.0
1947.0,9.0,30.0,28.4,85.0,0.0
1947.0,10.0,1.0,26.4,76.0,0.0
1947.0,10.0,2.0,24.7,68.0,0.0
1947.0,10.0,3.0,23.5,82.0,1.5
1947.0,10.0,4.0,25.3,90.0,7.3
1947.0,10.0,5.0,27.4,85.0,7.6
1947.0,10.0,6.0,27.1,68.0,0.0
1947.0,10.0,7.0,23.4,72.0,0.5
1947.0,10.0,9.0,22.9,67.0,0.0
1947.0,10.0,10.0,22.1,71.0,0.2
1947.0,10.0,11.0,23.0,63.0,0.0
1947.0,10.0,12.0,23.3,51.0,0.0
1947.0,10.0,13.0,22.2,56.0,0.0
1947.0,10.0,14.0,22.2,63.0,0.0
1947.0,10.0,15.0,23.1,66.0,0.0
1947.0,10.0,17.0,23.3,70.0,0.0
1947.0,10.0,18.0,23.3,72.0,0.0
1947.0,10.0,19.0,23.1,68.0,0.0
1947.0,10.0,21.0,23.1,77.0,0.0
1947.0,10.0,22.0,23.2,78.0,0.0
1947.0,10.0,23.0,23.4,79.0,0.0
1947.0,10.0,24.0,23.4,80.0,0.0
1947.0,10.0,25.0,23.1,77.0,0.0
1947.0,10.0,26.0,22.9,77.0,0.0
1947.0,10.0,27.0,23.8,80.0,0.0
1947.0,10.0,28.0,23.7,81.0,0.8
1947.0,10.0,30.0,22.4,68.0,0.0
1947.0,10.0,31.0,22.2,64.0,0.0
1947.0,11.0,1.0,23.0,63.0,0.0
1947.0,11.0,2.0,21.1,71.0,3.1
1947.0,11.0,3.0,23.0,79.0,1.6
1947.0,11.0,5.0,23.3,76.0,0.0
1947.0,11.0,6.0,23.4,72.0,0.0
1947.0,11.0,7.0,23.8,77.0,0.0
1947.0,11.0,8.0,24.8,57.0,0.0
1947.0,11.0,11.0,19.1,79.0,9.3
1947.0,11.0,12.0,18.9,83.0,0.3
1947.0,11.0,14.0,22.7,78.0,0.0
1947.0,11.0,15.0,23.6,75.0,0.0
1947.0,11.0,16.0,24.3,67.0,0.0
1947.0,11.0,17.0,23.5,59.0,0.0
1947.0,11.0,19.0,17.7,53.0,0.0
1947.0,11.0,20.0,16.3,60.0,0.0
1947.0,11.0,21.0,18.0,69.0,0.0
1947.0,11.0,22.0,19.0,77.0,0.0
1947.0,11.0,23.0,19.3,80.0,0.0
1947.0,11.0,24.0,20.4,74.0,0.0
1947.0,11.0,25.0,18.9,69.0,0.0
1947.0,11.0,26.0,20.2,67.0,0.0
1947.0,11.0,27.0,20.1,69.0,0.0
1947.0,11.0,28.0,20.7,76.0,0.0
1947.0,11.0,30.0,20.7,78.0,0.0
1947.0,12.0,1.0,22.5,71.0,0.0
1947.0,12.0,2.0,19.6,68.0,0.0
1947.0,12.0,3.0,18.6,74.0,0.0
1947.0,12.0,4.0,18.8,75.0,0.0
1947.0,12.0,5.0,19.0,60.0,0.0
1947.0,12.0,6.0,18.9,74.0,0.0
1947.0,12.0,8.0,19.7,89.0,1.0
1947.0,12.0,9.0,22.0,96.0,5.5
1947.0,12.0,10.0,22.1,85.0,1.0
1947.0,12.0,11.0,16.9,90.0,0.3
1947.0,12.0,12.0,17.7,92.0,0.5
1947.0,12.0,13.0,17.3,84.0,0.3
1947.0,12.0,16.0,18.9,78.0,0.0
1947.0,12.0,17.0,14.9,75.0,0.0
1947.0,12.0,18.0,13.1,75.0,0.0
1947.0,12.0,19.0,10.0,61.0,0.0
1947.0,12.0,20.0,10.4,62.0,0.0
1947.0,12.0,21.0,13.5,62.0,0.0
1947.0,12.0,22.0,15.4,60.0,0.0
1947.0,12.0,23.0,14.9,60.0,0.0
1947.0,12.0,25.0,18.2,79.0,0.0
1947.0,12.0,26.0,19.6,77.0,0.3
1947.0,12.0,27.0,20.6,59.0,0.0
1947.0,12.0,28.0,16.3,43.0,0.0
1947.0,12.0,29.0,15.0,54.0,0.0
1947.0,12.0,30.0,13.8,63.0,0.0
1947.0,12.0,31.0,15.4,55.0,0.0
1948.0,1.0,1.0,15.5,60.0,0.0
1948.0,1.0,2.0,15.0,59.0,0.0
1948.0,1.0,3.0,14.4,53.0,0.0
1948.0,1.0,4.0,14.6,69.0,0.0
1948.0,1.0,5.0,16.5,74.0,0.0
1948.0,1.0,6.0,16.2,65.0,0.0
1948.0,1.0,7.0,16.8,69.0,0.0
1948.0,1.0,9.0,19.6,72.0,0.0
1948.0,1.0,10.0,19.8,71.0,0.0
1948.0,1.0,11.0,18.3,85.0,0.0
1948.0,1.0,12.0,19.3,87.0,0.0
1948.0,1.0,13.0,17.9,85.0,0.0
1948.0,1.0,14.0,15.8,59.0,0.0
1948.0,1.0,15.0,15.8,51.0,0.0
1948.0,1.0,16.0,14.8,42.0,0.0
1948.0,1.0,17.0,14.1,59.0,0.0
1948.0,1.0,18.0,15.1,71.0,0.0
1948.0,1.0,19.0,16.6,69.0,0.0
1948.0,1.0,20.0,17.3,77.0,0.0
1948.0,1.0,21.0,16.8,87.0,30.7
1948.0,1.0,22.0,17.9,91.0,0.0
1948.0,1.0,24.0,14.5,85.0,0.4
1948.0,1.0,25.0,6.9,86.0,0.1
1948.0,1.0,26.0,5.1,90.0,0.2
1948.0,1.0,27.0,7.2,85.0,0.2
1948.0,1.0,29.0,11.2,73.0,0.0
1948.0,1.0,30.0,15.2,78.0,0.0
1948.0,2.0,1.0,17.1,90.0,0.3
1948.0,2.0,2.0,16.7,94.0,0.0
1948.0,2.0,5.0,15.9,93.0,0.3
1948.0,2.0,8.0,10.8,73.0,0.0
1948.0,2.0,9.0,9.4,81.0,0.2
1948.0,2.0,10.0,10.8,80.0,0.2
1948.0,2.0,11.0,13.5,76.0,0.0
1948.0,2.0,13.0,17.9,87.0,0.0
1948.0,2.0,14.0,19.4,95.0,0.0
1948.0,2.0,16.0,20.0,93.0,0.0
1948.0,2.0,17.0,18.5,94.0,0.0
1948.0,2.0,18.0,18.8,89.0,0.0
1948.0,2.0,19.0,18.5,91.0,0.0
1948.0,2.0,21.0,20.4,77.0,0.0
1948.0,2.0,24.0,14.2,91.0,3.3
1948.0,2.0,25.0,16.3,81.0,0.0
1948.0,2.0,27.0,20.7,87.0,0.0
1948.0,2.0,28.0,20.9,89.0,0.0
1948.0,3.0,1.0,18.2,74.0,0.1
1948.0,3.0,2.0,12.7,82.0,6.1
1948.0,3.0,3.0,14.1,77.0,0.4
1948.0,3.0,4.0,16.9,75.0,0.0
1948.0,3.0,5.0,18.7,77.0,0.0
1948.0,3.0,6.0,20.6,83.0,0.0
1948.0,3.0,8.0,19.7,86.0,0.0
1948.0,3.0,9.0,21.0,92.0,0.0
1948.0,3.0,10.0,22.7,86.0,0.0
1948.0,3.0,11.0,23.4,86.0,0.0
1948.0,3.0,12.0,24.4,88.0,0.0
1948.0,3.0,14.0,24.9,86.0,0.0
1948.0,3.0,15.0,23.6,90.0,2.2
1948.0,3.0,16.0,19.4,86.0,0.9
1948.0,3.0,17.0,20.5,79.0,0.0
1948.0,3.0,18.0,18.5,89.0,1.5
1948.0,3.0,19.0,19.7,93.0,4.2
1948.0,3.0,20.0,21.3,95.0,1.7
1948.0,3.0,22.0,17.7,93.0,3.0
1948.0,3.0,23.0,15.7,77.0,0.1
1948.0,3.0,25.0,17.6,75.0,0.0
1948.0,3.0,26.0,17.5,67.0,0.0
1948.0,3.0,27.0,18.6,78.0,0.0
1948.0,3.0,28.0,21.3,84.0,0.0
1948.0,3.0,29.0,20.4,82.0,0.0
1948.0,3.0,30.0,19.7,74.0,0.0
1948.0,3.0,31.0,20.5,83.0,0.0
1948.0,4.0,1.0,22.2,83.0,0.0
1948.0,4.0,2.0,22.5,87.0,0.0
1948.0,4.0,3.0,22.8,88.0,0.0
1948.0,4.0,4.0,23.2,85.0,0.0
1948.0,4.0,5.0,19.9,80.0,1.1
1948.0,4.0,6.0,18.8,93.0,5.4
1948.0,4.0,7.0,20.8,92.0,0.2
1948.0,4.0,9.0,22.7,95.0,4.1
1948.0,4.0,10.0,22.9,86.0,1.6
1948.0,4.0,12.0,20.6,74.0,0.0
1948.0,4.0,13.0,21.4,85.0,0.0
1948.0,4.0,14.0,22.6,91.0,0.4
1948.0,4.0,15.0,23.9,88.0,0.1
1948.0,4.0,16.0,22.0,96.0,28.3
1948.0,4.0,17.0,20.1,92.0,0.1
1948.0,4.0,18.0,20.6,79.0,0.0
1948.0,4.0,19.0,19.9,85.0,0.3
1948.0,4.0,20.0,22.6,91.0,0.3
1948.0,4.0,21.0,22.3,93.0,46.8
1948.0,4.0,22.0,22.5,95.0,20.1
1948.0,4.0,23.0,25.3,91.0,6.2
1948.0,4.0,24.0,26.6,88.0,0.1
1948.0,4.0,25.0,23.9,93.0,6.6
1948.0,4.0,26.0,23.6,94.0,31.3
1948.0,4.0,27.0,23.8,79.0,0.0
1948.0,4.0,28.0,22.3,81.0,0.0
1948.0,4.0,29.0,23.0,89.0,0.6
1948.0,4.0,30.0,24.2,94.0,0.4
1948.0,5.0,1.0,26.2,89.0,1.1
1948.0,5.0,3.0,27.1,86.0,0.1
1948.0,5.0,4.0,23.5,93.0,0.4
1948.0,5.0,7.0,27.2,87.0,0.0
1948.0,5.0,8.0,25.0,93.0,56.6
1948.0,5.0,9.0,23.4,96.0,20.3
1948.0,5.0,10.0,26.4,90.0,0.4
1948.0,5.0,11.0,27.0,90.0,3.0
1948.0,5.0,12.0,25.2,92.0,0.6
1948.0,5.0,13.0,22.5,89.0,3.4
1948.0,5.0,18.0,25.2,87.0,0.0
1948.0,5.0,19.0,25.6,90.0,0.0
1948.0,5.0,20.0,26.3,90.0,0.2
1948.0,5.0,22.0,29.7,80.0,0.0
1948.0,5.0,23.0,29.7,79.0,0.0
1948.0,5.0,25.0,27.3,90.0,23.9
1948.0,5.0,26.0,26.4,92.0,4.4
1948.0,5.0,27.0,25.8,93.0,28.4
1948.0,5.0,28.0,26.9,91.0,7.0
1948.0,5.0,29.0,25.2,94.0,55.4
1948.0,5.0,30.0,25.4,95.0,25.5
1948.0,5.0,31.0,26.8,92.0,1.6
1948.0,6.0,1.0,28.4,86.0,0.0
1948.0,6.0,2.0,27.4,90.0,0.5
1948.0,6.0,3.0,26.6,73.0,0.0
1948.0,6.0,4.0,26.7,70.0,0.0
1948.0,6.0,5.0,26.8,71.0,0.0
1948.0,6.0,6.0,26.0,77.0,0.0
1948.0,6.0,8.0,27.4,87.0,13.4
1948.0,6.0,9.0,27.4,84.0,6.4
1948.0,6.0,10.0,25.6,93.0,49.9
1948.0,6.0,11.0,25.1,93.0,144.7
1948.0,6.0,12.0,26.7,92.0,76.6
1948.0,6.0,13.0,28.2,87.0,0.1
1948.0,6.0,14.0,27.6,89.0,12.9
1948.0,6.0,16.0,28.7,86.0,2.7
1948.0,6.0,17.0,28.1,89.0,17.0
1948.0,6.0,18.0,25.5,93.0,30.3
1948.0,6.0,19.0,24.7,93.0,12.0
1948.0,6.0,20.0,26.2,93.0,2.7
1948.0,6.0,21.0,26.7,94.0,15.7
1948.0,6.0,22.0,27.1,92.0,6.5
1948.0,6.0,23.0,27.9,89.0,6.7
1948.0,6.0,24.0,28.4,87.0,10.8
1948.0,6.0,25.0,28.9,85.0,0.3
1948.0,6.0,26.0,28.7,87.0,12.5
1948.0,6.0,27.0,28.1,90.0,14.1
1948.0,6.0,28.0,29.2,86.0,0.1
1948.0,6.0,30.0,29.5,83.0,0.0
1948.0,7.0,1.0,29.4,83.0,0.6
1948.0,7.0,3.0,29.0,85.0,5.9
1948.0,7.0,4.0,29.2,84.0,0.6
1948.0,7.0,5.0,30.1,82.0,0.0
1948.0,7.0,6.0,30.2,81.0,0.0
1948.0,7.0,7.0,28.6,87.0,2.0
1948.0,7.0,8.0,26.8,90.0,6.0
1948.0,7.0,9.0,26.4,91.0,21.3
1948.0,7.0,10.0,25.4,95.0,72.9
1948.0,7.0,11.0,27.5,88.0,19.9
1948.0,7.0,12.0,28.2,86.0,1.2
1948.0,7.0,13.0,28.6,83.0,0.0
1948.0,7.0,14.0,28.3,83.0,4.0
1948.0,7.0,15.0,28.2,83.0,26.6
1948.0,7.0,16.0,28.4,82.0,2.8
1948.0,7.0,18.0,28.7,83.0,14.8
1948.0,7.0,19.0,29.0,82.0,0.6
1948.0,7.0,20.0,28.1,85.0,32.9
1948.0,7.0,21.0,28.4,86.0,0.6
1948.0,7.0,22.0,28.1,81.0,6.9
1948.0,7.0,23.0,25.7,92.0,60.2
1948.0,7.0,24.0,25.9,93.0,50.0
1948.0,7.0,25.0,27.0,90.0,1.3
1948.0,7.0,26.0,28.2,81.0,0.0
1948.0,7.0,27.0,24.8,91.0,162.5
1948.0,7.0,28.0,26.0,91.0,107.4
1948.0,7.0,30.0,27.1,89.0,0.8
1948.0,7.0,31.0,26.2,90.0,5.2
1948.0,8.0,1.0,27.3,87.0,7.6
1948.0,8.0,2.0,27.7,86.0,5.4
1948.0,8.0,3.0,28.1,85.0,2.5
1948.0,8.0,4.0,28.5,84.0,0.0
1948.0,8.0,5.0,28.6,84.0,0.0
1948.0,8.0,6.0,28.6,83.0,0.0
1948.0,8.0,7.0,28.7,83.0,0.0
1948.0,8.0,8.0,28.9,81.0,0.0
1948.0,8.0,9.0,29.0,80.0,0.0
1948.0,8.0,10.0,28.8,80.0,0.0
1948.0,8.0,11.0,28.2,81.0,0.0
1948.0,8.0,12.0,27.9,86.0,2.0
1948.0,8.0,13.0,27.8,85.0,15.6
1948.0,8.0,14.0,28.7,82.0,0.0
1948.0,8.0,15.0,28.8,83.0,0.0
1948.0,8.0,16.0,28.9,82.0,8.3
1948.0,8.0,17.0,29.2,80.0,0.0
1948.0,8.0,18.0,29.4,81.0,0.2
1948.0,8.0,19.0,28.3,83.0,9.2
1948.0,8.0,20.0,28.9,81.0,1.1
1948.0,8.0,21.0,27.5,89.0,43.1
1948.0,8.0,22.0,27.6,90.0,13.5
1948.0,8.0,23.0,27.9,87.0,2.2
1948.0,8.0,24.0,27.5,88.0,31.6
1948.0,8.0,25.0,27.8,86.0,14.1
1948.0,8.0,26.0,26.9,91.0,22.3
1948.0,8.0,27.0,27.4,87.0,0.8
1948.0,8.0,28.0,25.8,93.0,76.4
1948.0,8.0,29.0,26.6,93.0,42.2
1948.0,8.0,30.0,26.0,94.0,15.3
1948.0,8.0,31.0,27.9,88.0,0.0
1948.0,9.0,1.0,28.2,85.0,0.0
1948.0,9.0,2.0,28.4,84.0,51.2
1948.0,9.0,3.0,26.7,88.0,15.1
1948.0,9.0,4.0,26.7,92.0,18.9
1948.0,9.0,6.0,29.3,84.0,0.0
1948.0,9.0,7.0,29.2,86.0,0.0
1948.0,9.0,8.0,28.2,86.0,0.0
1948.0,9.0,9.0,27.1,89.0,47.0
1948.0,9.0,10.0,28.5,81.0,0.0
1948.0,9.0,11.0,28.6,81.0,0.0
1948.0,9.0,12.0,28.5,81.0,0.0
1948.0,9.0,13.0,27.5,81.0,1.0
1948.0,9.0,14.0,26.7,83.0,6.4
1948.0,9.0,15.0,27.0,84.0,0.0
1948.0,9.0,16.0,27.5,63.0,0.0
1948.0,9.0,17.0,27.1,62.0,0.0
1948.0,9.0,18.0,24.4,80.0,1.0
1948.0,9.0,19.0,24.7,90.0,27.6
1948.0,9.0,20.0,26.8,90.0,38.9
1948.0,9.0,21.0,26.9,87.0,12.8
1948.0,9.0,22.0,24.1,95.0,149.3
1948.0,9.0,23.0,24.9,94.0,74.0
1948.0,9.0,24.0,27.0,86.0,0.0
1948.0,9.0,26.0,26.8,88.0,20.8
1948.0,9.0,27.0,26.5,89.0,52.4
1948.0,9.0,28.0,26.5,89.0,64.0
1948.0,9.0,29.0,27.1,85.0,0.0
1948.0,9.0,30.0,27.2,83.0,0.1
1948.0,10.0,1.0,27.2,80.0,0.0
1948.0,10.0,2.0,26.8,81.0,1.0
1948.0,10.0,3.0,27.0,79.0,0.0
1948.0,10.0,4.0,27.4,80.0,0.0
1948.0,10.0,5.0,27.7,77.0,0.0
1948.0,10.0,6.0,27.0,78.0,0.0
1948.0,10.0,7.0,26.2,74.0,0.0
1948.0,10.0,8.0,25.2,77.0,19.5
1948.0,10.0,9.0,25.3,79.0,2.5
1948.0,10.0,10.0,25.5,80.0,0.0
1948.0,10.0,11.0,25.7,77.0,0.0
1948.0,10.0,12.0,25.9,80.0,0.0
1948.0,10.0,13.0,25.0,81.0,1.8
1948.0,10.0,15.0,24.0,71.0,0.0
1948.0,10.0,16.0,25.3,65.0,0.0
1948.0,10.0,17.0,24.3,63.0,0.1
1948.0,10.0,18.0,20.7,82.0,11.0
1948.0,10.0,19.0,20.7,89.0,40.0
1948.0,10.0,20.0,24.6,81.0,0.0
1948.0,10.0,23.0,25.2,88.0,1.0
1948.0,10.0,24.0,25.5,88.0,0.0
1948.0,10.0,25.0,25.1,86.0,0.0
1948.0,10.0,26.0,25.4,82.0,0.0
1948.0,10.0,27.0,25.1,77.0,0.0
1948.0,10.0,28.0,23.3,77.0,2.6
